From_ArticleID,To_ArticleID
A2934,A2628
A2934,A2665
A2934,A2695
A2934,A2743
A2934,A2746
A2934,A2781
A2934,A2998
A2934,A3096
A2934,A3123
A2934,A3238
A2934,A3240
A2934,A3245
A2934,A3259
A2934,A3262
A2934,A3264
A2934,A3265
A2934,A3282
A2934,A3303
A2934,A3307
A2934,A3506
A2934,A3651
A2934,A3767
A2934,A3792
A2934,A3839
A2934,A3940
A2934,A3999
A2934,A4020
A2934,A4176
A2934,A4241
A2934,A4286
A2934,A4309
A2934,A4351
A2934,A4372
A2934,A4381
A2934,A4438
A2935,A0128
A2935,A0394
A2935,A0400
A2935,A0427
A2935,A0452
A2935,A0793
A2935,A0908
A2935,A0942
A2935,A0954
A2935,A0998
A2935,A1070
A2935,A1102
A2935,A1341
A2935,A1390
A2935,A1551
A2935,A1595
A2935,A2127
A2935,A2349
A2935,A2432
A2935,A2506
A2935,A2669
A2935,A2725
A2935,A2965
A2935,A3135
A2935,A3165
A2935,A3197
A2935,A3530
A2935,A3670
A2935,A3989
A2935,A4149
A2935,A4294
A2935,A4297
A2935,A4307
A2935,A4542
A2935,A4543
A2936,A0153
A2936,A0154
A2936,A0394
A2936,A0507
A2936,A0510
A2936,A0518
A2936,A0520
A2936,A0999
A2936,A2965
A2936,A3413
A2936,A3709
A2936,A3794
A2936,A4298
A2936,A4543
A2937,A0224
A2937,A0267
A2937,A0290
A2937,A0355
A2937,A0447
A2937,A0450
A2937,A0463
A2937,A0557
A2937,A0701
A2937,A0743
A2937,A0755
A2937,A0806
A2937,A0835
A2937,A0911
A2937,A1092
A2937,A1225
A2937,A1227
A2937,A1228
A2937,A1538
A2937,A1569
A2937,A1598
A2937,A1804
A2937,A1808
A2937,A1809
A2937,A1847
A2937,A2018
A2937,A2206
A2937,A2231
A2937,A2289
A2937,A2347
A2937,A2505
A2937,A2676
A2937,A2764
A2937,A2789
A2937,A2831
A2937,A2956
A2937,A2957
A2937,A3019
A2937,A3095
A2937,A3149
A2937,A3375
A2937,A3484
A2937,A3591
A2937,A3593
A2937,A3595
A2937,A4039
A2937,A4212
A2937,A4261
A2937,A4276
A2937,A4294
A2937,A4298
A2937,A4306
A2937,A4396
A2937,A4418
A2937,A4451
A2937,A4543
A2938,A0101
A2938,A0123
A2938,A0168
A2938,A0270
A2938,A0275
A2938,A0279
A2938,A0401
A2938,A0497
A2938,A0499
A2938,A0564
A2938,A0962
A2938,A1000
A2938,A1102
A2938,A1115
A2938,A1180
A2938,A1278
A2938,A1390
A2938,A1413
A2938,A1476
A2938,A1569
A2938,A1692
A2938,A1693
A2938,A1695
A2938,A1882
A2938,A1996
A2938,A2245
A2938,A2506
A2938,A2568
A2938,A2670
A2938,A2939
A2938,A3022
A2938,A3286
A2938,A3499
A2938,A3734
A2938,A3760
A2938,A3816
A2938,A3967
A2938,A3969
A2938,A4067
A2938,A4139
A2938,A4188
A2938,A4197
A2938,A4294
A2938,A4298
A2938,A4443
A2938,A4447
A2938,A4543
A2939,A0123
A2939,A0238
A2939,A0270
A2939,A0381
A2939,A0401
A2939,A0568
A2939,A0892
A2939,A0962
A2939,A1000
A2939,A1175
A2939,A1434
A2939,A1476
A2939,A1569
A2939,A1600
A2939,A1692
A2939,A1695
A2939,A1752
A2939,A1899
A2939,A1996
A2939,A2115
A2939,A2145
A2939,A2184
A2939,A2227
A2939,A2245
A2939,A2479
A2939,A2564
A2939,A2678
A2939,A2763
A2939,A2877
A2939,A2880
A2939,A2929
A2939,A2938
A2939,A3012
A2939,A3076
A2939,A3226
A2939,A3290
A2939,A3361
A2939,A3412
A2939,A3499
A2939,A3539
A2939,A3569
A2939,A3682
A2939,A3774
A2939,A3967
A2939,A4067
A2939,A4197
A2939,A4298
A2939,A4443
A2939,A4542
A2939,A4543
A2940,A0011
A2940,A0016
A2940,A0018
A2940,A0025
A2940,A0039
A2940,A0860
A2940,A1056
A2940,A1079
A2940,A1323
A2940,A1386
A2940,A2561
A2940,A4294
A2940,A4312
A2940,A4542
A2941,A0150
A2941,A0833
A2941,A0941
A2941,A0954
A2941,A1037
A2941,A1390
A2941,A1521
A2941,A1735
A2941,A2080
A2941,A2639
A2941,A3224
A2941,A3489
A2941,A3740
A2941,A3834
A2941,A3928
A2941,A4298
A2941,A4543
A2942,A0394
A2942,A0463
A2942,A0545
A2942,A1773
A2942,A2331
A2942,A2376
A2942,A2554
A2942,A2725
A2942,A3471
A2942,A3541
A2942,A3975
A2942,A4051
A2942,A4177
A2942,A4294
A2943,A0154
A2943,A0169
A2943,A0303
A2943,A0304
A2943,A0427
A2943,A0939
A2943,A1279
A2943,A2015
A2943,A2193
A2943,A2434
A2943,A2553
A2943,A2562
A2943,A2665
A2943,A2833
A2943,A2847
A2943,A3279
A2943,A3343
A2943,A3413
A2943,A3496
A2943,A3543
A2943,A3594
A2943,A3655
A2943,A3805
A2943,A3816
A2943,A3821
A2943,A4066
A2943,A4120
A2943,A4297
A2943,A4298
A2943,A4305
A2943,A4363
A2943,A4418
A2943,A4550
A2943,A4582
A2944,A0209
A2944,A0394
A2944,A0424
A2944,A0565
A2944,A0635
A2944,A0710
A2944,A0769
A2944,A1120
A2944,A1370
A2944,A1505
A2944,A1818
A2944,A2081
A2944,A2148
A2944,A2227
A2944,A2233
A2944,A2372
A2944,A2539
A2944,A2553
A2944,A2748
A2944,A2898
A2944,A2922
A2944,A2996
A2944,A3197
A2944,A3247
A2944,A3692
A2944,A3830
A2944,A3980
A2944,A4136
A2944,A4177
A2945,A0067
A2945,A0145
A2945,A0188
A2945,A0455
A2945,A0578
A2945,A0769
A2945,A0773
A2945,A1175
A2945,A1308
A2945,A1345
A2945,A1367
A2945,A1685
A2945,A1697
A2945,A1752
A2945,A2227
A2945,A2245
A2945,A2259
A2945,A2355
A2945,A2450
A2945,A2609
A2945,A2621
A2945,A2633
A2945,A2864
A2945,A2956
A2945,A3003
A2945,A3085
A2945,A3150
A2945,A3314
A2945,A3344
A2945,A3364
A2945,A3399
A2945,A3753
A2945,A3804
A2945,A4067
A2945,A4170
A2945,A4177
A2945,A4189
A2945,A4256
A2945,A4297
A2945,A4303
A2945,A4519
A2945,A4543
A2946,A0268
A2946,A0284
A2946,A0349
A2946,A0438
A2946,A1162
A2946,A3256
A2946,A3652
A2946,A4207
A2946,A4468
A2947,A0020
A2947,A0025
A2947,A0039
A2947,A0242
A2947,A0243
A2947,A0322
A2947,A0374
A2947,A0472
A2947,A0564
A2947,A1122
A2947,A1386
A2947,A1461
A2947,A1569
A2947,A1596
A2947,A1794
A2947,A2150
A2947,A2202
A2947,A2297
A2947,A2521
A2947,A2783
A2947,A2877
A2947,A2880
A2947,A2918
A2947,A2960
A2947,A3076
A2947,A3132
A2947,A3146
A2947,A3207
A2947,A3306
A2947,A3527
A2947,A3539
A2947,A3568
A2947,A3667
A2947,A3969
A2947,A4103
A2947,A4368
A2947,A4542
A2947,A4543
A2947,A4602
A2948,A0367
A2948,A0401
A2948,A0850
A2948,A0872
A2948,A0970
A2948,A1282
A2948,A1352
A2948,A1497
A2948,A1713
A2948,A2157
A2948,A2507
A2948,A2605
A2948,A2606
A2948,A2740
A2948,A2958
A2948,A3202
A2948,A3218
A2948,A3339
A2948,A3360
A2948,A3600
A2948,A3605
A2948,A4326
A2948,A4362
A2948,A4444
A2948,A4558
A2949,A0210
A2949,A0333
A2949,A0872
A2949,A0970
A2949,A1192
A2949,A1282
A2949,A1283
A2949,A1352
A2949,A1543
A2949,A1642
A2949,A1762
A2949,A1889
A2949,A2067
A2949,A2507
A2949,A2602
A2949,A2604
A2949,A2606
A2949,A2958
A2949,A3218
A2949,A3738
A2949,A3781
A2949,A4018
A2949,A4326
A2949,A4381
A2949,A4558
A2950,A0456
A2950,A0694
A2950,A0721
A2950,A0833
A2950,A0895
A2950,A1022
A2950,A1058
A2950,A1070
A2950,A1102
A2950,A1440
A2950,A1544
A2950,A1547
A2950,A1548
A2950,A1551
A2950,A1695
A2950,A1936
A2950,A1939
A2950,A2099
A2950,A2171
A2950,A2227
A2950,A2506
A2950,A2520
A2950,A2853
A2950,A2898
A2950,A3197
A2950,A3415
A2950,A3622
A2950,A3634
A2950,A3736
A2950,A3745
A2950,A4018
A2950,A4020
A2950,A4149
A2950,A4293
A2950,A4294
A2950,A4297
A2950,A4298
A2951,A0150
A2951,A0280
A2951,A0349
A2951,A0490
A2951,A0582
A2951,A0711
A2951,A0915
A2951,A0941
A2951,A1029
A2951,A1295
A2951,A1341
A2951,A1386
A2951,A1434
A2951,A1497
A2951,A1569
A2951,A1602
A2951,A1666
A2951,A1692
A2951,A1762
A2951,A2121
A2951,A2150
A2951,A2418
A2951,A2539
A2951,A2604
A2951,A2628
A2951,A2782
A2951,A2823
A2951,A2849
A2951,A2978
A2951,A2998
A2951,A3224
A2951,A3234
A2951,A3262
A2951,A3329
A2951,A3366
A2951,A3616
A2951,A3652
A2951,A3762
A2951,A3945
A2951,A4298
A2951,A4354
A2952,A0121
A2952,A1305
A2952,A2067
A2952,A4425
A2953,A0104
A2953,A0821
A2953,A0897
A2953,A1282
A2953,A1569
A2953,A1627
A2953,A1766
A2953,A1782
A2953,A1889
A2953,A2023
A2953,A2067
A2953,A2309
A2953,A2833
A2953,A3259
A2953,A3521
A2953,A3535
A2953,A3594
A2953,A3632
A2953,A3792
A2953,A4017
A2953,A4241
A2953,A4327
A2954,A0468
A2954,A0596
A2954,A0705
A2954,A0900
A2954,A0970
A2954,A1352
A2954,A1543
A2954,A2142
A2954,A2430
A2954,A2507
A2954,A2522
A2954,A2606
A2954,A2740
A2954,A2958
A2954,A3123
A2954,A3202
A2954,A3218
A2954,A3277
A2954,A3360
A2954,A3365
A2954,A3420
A2954,A4326
A2955,A0290
A2955,A0394
A2955,A0463
A2955,A0481
A2955,A0695
A2955,A1386
A2955,A1504
A2955,A2206
A2955,A2617
A2955,A2965
A2955,A3804
A2955,A3851
A2955,A3860
A2955,A4294
A2955,A4298
A2956,A0009
A2956,A0010
A2956,A0018
A2956,A0025
A2956,A0039
A2956,A0040
A2956,A0150
A2956,A0166
A2956,A0233
A2956,A0246
A2956,A0275
A2956,A0341
A2956,A0355
A2956,A0358
A2956,A0401
A2956,A0419
A2956,A0422
A2956,A0474
A2956,A0509
A2956,A0543
A2956,A0545
A2956,A0574
A2956,A0660
A2956,A0726
A2956,A0794
A2956,A0863
A2956,A0869
A2956,A0895
A2956,A0942
A2956,A1022
A2956,A1079
A2956,A1102
A2956,A1110
A2956,A1115
A2956,A1175
A2956,A1180
A2956,A1268
A2956,A1386
A2956,A1390
A2956,A1418
A2956,A1433
A2956,A1434
A2956,A1440
A2956,A1475
A2956,A1511
A2956,A1569
A2956,A1598
A2956,A1688
A2956,A1692
A2956,A1695
A2956,A1709
A2956,A1773
A2956,A1794
A2956,A2038
A2956,A2083
A2956,A2110
A2956,A2127
A2956,A2184
A2956,A2227
A2956,A2245
A2956,A2329
A2956,A2421
A2956,A2465
A2956,A2485
A2956,A2505
A2956,A2506
A2956,A2521
A2956,A2524
A2956,A2574
A2956,A2625
A2956,A2807
A2956,A2813
A2956,A2827
A2956,A2843
A2956,A2909
A2956,A2918
A2956,A2938
A2956,A2957
A2956,A3015
A2956,A3016
A2956,A3022
A2956,A3165
A2956,A3217
A2956,A3223
A2956,A3286
A2956,A3323
A2956,A3464
A2956,A3471
A2956,A3472
A2956,A3483
A2956,A3538
A2956,A3550
A2956,A3553
A2956,A3568
A2956,A3615
A2956,A3655
A2956,A3695
A2956,A3759
A2956,A3760
A2956,A3830
A2956,A3959
A2956,A3969
A2956,A3974
A2956,A4064
A2956,A4067
A2956,A4149
A2956,A4193
A2956,A4256
A2956,A4282
A2956,A4294
A2956,A4298
A2956,A4332
A2956,A4345
A2956,A4367
A2956,A4542
A2956,A4543
A2957,A0018
A2957,A0025
A2957,A0129
A2957,A0150
A2957,A0355
A2957,A0685
A2957,A0806
A2957,A0908
A2957,A0911
A2957,A0941
A2957,A0968
A2957,A1022
A2957,A1102
A2957,A1228
A2957,A1268
A2957,A1390
A2957,A1433
A2957,A1569
A2957,A1598
A2957,A1692
A2957,A1808
A2957,A1847
A2957,A2245
A2957,A2418
A2957,A2419
A2957,A2506
A2957,A2748
A2957,A2956
A2957,A3217
A2957,A3323
A2957,A3325
A2957,A3375
A2957,A3756
A2957,A3830
A2957,A3834
A2957,A4149
A2957,A4181
A2957,A4241
A2957,A4298
A2957,A4307
A2957,A4349
A2958,A0382
A2958,A0569
A2958,A0659
A2958,A1346
A2958,A1352
A2958,A1386
A2958,A1695
A2958,A1766
A2958,A2067
A2958,A2418
A2958,A2522
A2958,A2606
A2958,A3031
A2958,A3160
A2958,A3245
A2958,A3304
A2958,A3368
A2958,A3396
A2958,A3841
A2958,A4425
A2959,A0224
A2959,A0394
A2959,A1102
A2959,A1434
A2959,A1471
A2959,A1504
A2959,A1569
A2959,A1595
A2959,A1598
A2959,A1771
A2959,A2133
A2959,A2211
A2959,A2418
A2959,A2506
A2959,A2711
A2959,A2965
A2959,A2978
A2959,A3135
A2959,A3156
A2959,A3655
A2959,A3761
A2959,A3794
A2959,A3860
A2959,A3995
A2959,A4137
A2959,A4149
A2959,A4160
A2959,A4164
A2959,A4294
A2959,A4297
A2959,A4342
A2959,A4400
A2960,A0128
A2960,A0444
A2960,A0694
A2960,A0793
A2960,A0885
A2960,A1172
A2960,A2104
A2960,A3695
A2960,A3990
A2960,A4149
A2960,A4294
A2961,A0223
A2961,A0225
A2961,A0661
A2961,A0886
A2961,A1370
A2962,A0020
A2962,A0706
A2962,A1223
A2962,A1234
A2962,A1386
A2962,A1440
A2962,A1554
A2962,A1773
A2962,A1854
A2962,A2121
A2962,A2928
A2962,A3558
A2962,A3810
A2962,A3904
A2962,A3943
A2962,A4294
A2962,A4497
A2962,A4499
A2962,A4540
A2963,A0182
A2963,A0223
A2963,A0225
A2963,A0378
A2963,A0475
A2963,A0481
A2963,A0541
A2963,A0661
A2963,A0695
A2963,A0720
A2963,A0732
A2963,A0749
A2963,A0755
A2963,A0895
A2963,A1047
A2963,A1070
A2963,A1099
A2963,A1126
A2963,A1188
A2963,A1228
A2963,A1333
A2963,A1386
A2963,A1407
A2963,A1434
A2963,A1477
A2963,A1508
A2963,A1551
A2963,A1685
A2963,A1723
A2963,A1758
A2963,A1778
A2963,A2038
A2963,A2081
A2963,A2178
A2963,A2184
A2963,A2206
A2963,A2214
A2963,A2227
A2963,A2233
A2963,A2240
A2963,A2259
A2963,A2539
A2963,A2596
A2963,A2687
A2963,A2717
A2963,A2927
A2963,A2956
A2963,A2967
A2963,A3012
A2963,A3188
A2963,A3480
A2963,A3540
A2963,A3568
A2963,A3692
A2963,A3804
A2963,A3815
A2963,A3830
A2963,A3887
A2963,A4149
A2963,A4165
A2963,A4274
A2963,A4276
A2963,A4294
A2963,A4297
A2963,A4298
A2963,A4301
A2963,A4302
A2963,A4398
A2963,A4505
A2963,A4540
A2963,A4543
A2964,A1390
A2964,A1512
A2964,A1535
A2964,A3289
A2964,A4298
A2965,A0008
A2965,A0010
A2965,A0089
A2965,A0150
A2965,A0195
A2965,A0266
A2965,A0284
A2965,A0358
A2965,A0388
A2965,A0394
A2965,A0481
A2965,A0486
A2965,A0593
A2965,A0660
A2965,A0722
A2965,A0763
A2965,A0769
A2965,A0892
A2965,A0908
A2965,A0941
A2965,A0998
A2965,A1022
A2965,A1031
A2965,A1035
A2965,A1070
A2965,A1102
A2965,A1110
A2965,A1180
A2965,A1268
A2965,A1290
A2965,A1386
A2965,A1434
A2965,A1504
A2965,A1505
A2965,A1551
A2965,A1554
A2965,A1569
A2965,A1695
A2965,A1735
A2965,A1939
A2965,A2029
A2965,A2110
A2965,A2145
A2965,A2147
A2965,A2154
A2965,A2211
A2965,A2227
A2965,A2302
A2965,A2316
A2965,A2346
A2965,A2418
A2965,A2506
A2965,A2539
A2965,A2628
A2965,A2955
A2965,A2956
A2965,A2959
A2965,A3001
A2965,A3030
A2965,A3031
A2965,A3065
A2965,A3135
A2965,A3166
A2965,A3197
A2965,A3655
A2965,A3678
A2965,A3754
A2965,A3795
A2965,A3845
A2965,A3851
A2965,A3974
A2965,A3975
A2965,A4023
A2965,A4078
A2965,A4149
A2965,A4164
A2965,A4169
A2965,A4247
A2965,A4294
A2965,A4297
A2965,A4298
A2965,A4364
A2965,A4381
A2965,A4445
A2965,A4542
A2965,A4543
A2966,A1881
A2966,A2145
A2966,A2833
A2966,A3634
A2966,A3940
A2967,A0098
A2967,A0233
A2967,A0234
A2967,A0378
A2967,A0457
A2967,A0475
A2967,A0481
A2967,A0536
A2967,A0579
A2967,A0661
A2967,A0685
A2967,A0768
A2967,A0919
A2967,A1228
A2967,A1304
A2967,A1386
A2967,A1551
A2967,A1697
A2967,A1847
A2967,A2154
A2967,A2157
A2967,A2245
A2967,A2927
A2967,A2963
A2967,A3197
A2967,A3323
A2967,A3349
A2967,A3438
A2967,A4039
A2967,A4117
A2967,A4137
A2967,A4149
A2967,A4298
A2967,A4305
A2967,A4307
A2967,A4418
A2967,A4543
A2967,A4597
A2968,A0233
A2968,A0376
A2968,A0394
A2968,A0427
A2968,A0481
A2968,A0594
A2968,A0693
A2968,A0802
A2968,A0805
A2968,A0861
A2968,A0895
A2968,A0925
A2968,A0947
A2968,A1180
A2968,A1265
A2968,A1308
A2968,A1320
A2968,A1385
A2968,A1386
A2968,A1390
A2968,A1434
A2968,A1551
A2968,A1569
A2968,A1666
A2968,A1695
A2968,A1712
A2968,A1750
A2968,A1844
A2968,A1855
A2968,A2081
A2968,A2099
A2968,A2116
A2968,A2171
A2968,A2178
A2968,A2184
A2968,A2418
A2968,A2435
A2968,A2455
A2968,A2526
A2968,A2539
A2968,A2762
A2968,A2945
A2968,A2956
A2968,A3022
A2968,A3054
A2968,A3061
A2968,A3300
A2968,A3461
A2968,A3519
A2968,A3531
A2968,A3655
A2968,A3711
A2968,A3804
A2968,A3969
A2968,A4020
A2968,A4294
A2968,A4298
A2968,A4360
A2968,A4499
A2968,A4574
A2969,A0059
A2969,A0268
A2969,A0591
A2969,A0766
A2969,A0861
A2969,A1367
A2969,A1386
A2969,A1438
A2969,A1569
A2969,A1788
A2969,A2144
A2969,A2215
A2969,A2516
A2969,A2539
A2969,A4294
A2970,A0270
A2970,A1685
A2970,A1765
A2970,A2133
A2970,A3851
A2970,A4298
A2971,A0125
A2971,A0732
A2971,A0769
A2971,A1071
A2971,A1099
A2971,A1160
A2971,A1390
A2971,A1420
A2971,A1434
A2971,A1440
A2971,A1569
A2971,A1695
A2971,A2033
A2971,A2099
A2971,A2133
A2971,A2150
A2971,A2180
A2971,A2184
A2971,A2227
A2971,A2240
A2971,A2539
A2971,A2875
A2971,A3299
A2971,A3323
A2971,A3851
A2971,A3923
A2971,A4099
A2971,A4179
A2971,A4184
A2971,A4294
A2971,A4297
A2971,A4298
A2971,A4438
A2971,A4543
A2972,A0427
A2972,A2748
A2972,A3407
A2972,A3820
A2972,A4294
A2973,A0207
A2973,A0221
A2973,A0769
A2973,A0858
A2973,A1388
A2973,A1562
A2973,A1709
A2973,A1819
A2973,A2080
A2973,A2789
A2973,A2796
A2973,A2987
A2973,A3012
A2973,A3093
A2973,A3592
A2973,A3669
A2973,A3721
A2973,A3739
A2973,A4177
A2973,A4298
A2973,A4542
A2974,A0129
A2974,A0216
A2974,A0378
A2974,A0452
A2974,A0546
A2974,A0584
A2974,A0646
A2974,A0806
A2974,A0835
A2974,A0960
A2974,A1052
A2974,A1102
A2974,A1278
A2974,A1342
A2974,A1390
A2974,A1434
A2974,A1495
A2974,A1752
A2974,A1847
A2974,A2000
A2974,A2127
A2974,A2206
A2974,A2227
A2974,A2248
A2974,A2434
A2974,A2506
A2974,A2739
A2974,A2763
A2974,A2823
A2974,A2849
A2974,A2912
A2974,A3002
A2974,A3135
A2974,A3282
A2974,A3427
A2974,A3543
A2974,A3830
A2974,A3834
A2974,A3989
A2974,A4149
A2974,A4160
A2974,A4181
A2974,A4257
A2974,A4294
A2974,A4298
A2974,A4425
A2974,A4543
A2975,A1569
A2975,A1996
A2975,A2181
A2975,A2184
A2975,A3297
A2975,A3299
A2975,A3312
A2975,A3830
A2975,A4254
A2975,A4519
A2976,A0296
A2976,A1567
A2976,A1569
A2976,A1659
A2976,A2184
A2976,A2254
A2976,A2539
A2976,A2767
A2976,A2918
A2976,A3160
A2976,A3247
A2976,A3518
A2976,A3530
A2976,A4362
A2977,A0647
A2977,A3465
A2978,A0333
A2978,A0347
A2978,A0394
A2978,A0769
A2978,A0800
A2978,A0872
A2978,A0949
A2978,A0970
A2978,A1037
A2978,A1092
A2978,A1160
A2978,A1352
A2978,A1433
A2978,A1440
A2978,A1954
A2978,A2110
A2978,A2157
A2978,A2430
A2978,A2507
A2978,A2606
A2978,A2740
A2978,A2743
A2978,A2806
A2978,A2958
A2978,A2959
A2978,A3147
A2978,A3202
A2978,A3218
A2978,A3368
A2978,A3436
A2978,A3568
A2978,A3792
A2978,A3931
A2978,A3974
A2978,A4256
A2979,A0268
A2979,A0524
A2979,A0904
A2979,A1602
A2979,A1603
A2979,A2099
A2979,A2628
A2979,A3153
A2979,A3652
A2980,A0016
A2980,A0027
A2980,A0289
A2980,A0318
A2980,A0337
A2980,A0367
A2980,A0476
A2980,A0647
A2980,A1037
A2980,A1099
A2980,A1118
A2980,A1160
A2980,A1282
A2980,A1434
A2980,A1600
A2980,A1627
A2980,A1692
A2980,A1734
A2980,A1888
A2980,A1980
A2980,A2171
A2980,A2184
A2980,A2257
A2980,A2304
A2980,A2418
A2980,A2425
A2980,A2467
A2980,A2717
A2980,A2818
A2980,A2938
A2980,A3259
A2980,A3268
A2980,A3286
A2980,A3373
A2980,A3385
A2980,A3461
A2980,A3465
A2980,A3530
A2980,A3540
A2980,A3622
A2980,A3651
A2980,A3912
A2980,A3940
A2980,A4210
A2980,A4415
A2981,A0025
A2981,A0168
A2981,A0382
A2981,A0645
A2981,A1035
A2981,A1180
A2981,A1352
A2981,A1386
A2981,A1411
A2981,A1551
A2981,A1583
A2981,A2467
A2981,A2539
A2981,A2702
A2981,A2938
A2981,A3065
A2981,A3226
A2981,A3239
A2981,A3245
A2981,A3395
A2981,A3490
A2981,A3580
A2981,A3841
A2981,A3969
A2981,A4095
A2981,A4298
A2981,A4519
A2981,A4543
A2982,A0129
A2982,A0358
A2982,A0816
A2982,A1434
A2982,A1541
A2982,A1603
A2982,A3262
A2982,A3652
A2982,A3681
A2983,A0140
A2983,A0188
A2983,A0266
A2983,A0545
A2983,A0552
A2983,A0728
A2983,A0769
A2983,A0851
A2983,A0895
A2983,A0947
A2983,A1102
A2983,A1123
A2983,A1175
A2983,A1180
A2983,A1184
A2983,A1251
A2983,A1333
A2983,A1440
A2983,A1569
A2983,A1598
A2983,A1695
A2983,A1735
A2983,A1827
A2983,A2145
A2983,A2157
A2983,A2171
A2983,A2184
A2983,A2227
A2983,A2390
A2983,A2464
A2983,A2506
A2983,A2623
A2983,A2843
A2983,A2984
A2983,A2985
A2983,A3587
A2983,A3634
A2983,A3688
A2983,A3918
A2983,A3974
A2983,A4149
A2983,A4276
A2983,A4297
A2983,A4298
A2984,A0129
A2984,A0150
A2984,A0243
A2984,A0378
A2984,A0545
A2984,A0552
A2984,A1017
A2984,A1505
A2984,A1521
A2984,A1815
A2984,A2078
A2984,A2418
A2984,A2623
A2984,A2983
A2984,A2985
A2984,A2989
A2984,A3325
A2984,A3506
A2984,A3587
A2984,A4147
A2985,A0025
A2985,A0067
A2985,A0103
A2985,A0129
A2985,A0140
A2985,A0266
A2985,A0461
A2985,A0552
A2985,A0584
A2985,A0695
A2985,A0755
A2985,A0768
A2985,A0851
A2985,A0895
A2985,A0903
A2985,A0908
A2985,A0923
A2985,A0947
A2985,A0953
A2985,A0954
A2985,A1058
A2985,A1092
A2985,A1102
A2985,A1139
A2985,A1177
A2985,A1288
A2985,A1390
A2985,A1465
A2985,A1551
A2985,A1837
A2985,A2099
A2985,A2171
A2985,A2245
A2985,A2385
A2985,A2434
A2985,A2458
A2985,A2506
A2985,A2539
A2985,A2613
A2985,A2615
A2985,A2770
A2985,A2932
A2985,A2983
A2985,A2984
A2985,A3014
A2985,A3148
A2985,A3197
A2985,A3217
A2985,A3314
A2985,A3427
A2985,A3568
A2985,A3575
A2985,A3587
A2985,A3733
A2985,A3795
A2985,A3921
A2985,A3999
A2985,A4149
A2985,A4153
A2985,A4163
A2985,A4294
A2985,A4297
A2985,A4298
A2985,A4347
A2985,A4349
A2985,A4539
A2985,A4580
A2986,A0129
A2986,A0268
A2986,A0358
A2986,A0582
A2986,A0591
A2986,A0592
A2986,A0904
A2986,A1434
A2986,A2145
A2986,A3382
A2986,A3652
A2986,A4132
A2987,A0153
A2987,A0168
A2987,A0207
A2987,A0401
A2987,A0720
A2987,A0885
A2987,A0906
A2987,A0947
A2987,A0999
A2987,A1010
A2987,A1037
A2987,A1079
A2987,A1347
A2987,A1348
A2987,A1384
A2987,A1390
A2987,A1482
A2987,A1598
A2987,A1642
A2987,A1692
A2987,A1813
A2987,A1945
A2987,A2038
A2987,A2309
A2987,A2418
A2987,A2432
A2987,A2606
A2987,A2660
A2987,A2734
A2987,A2833
A2987,A2963
A2987,A3125
A2987,A3160
A2987,A3221
A2987,A3264
A2987,A3316
A2987,A3415
A2987,A3416
A2987,A3695
A2987,A3760
A2987,A3953
A2987,A3958
A2987,A4015
A2987,A4117
A2987,A4148
A2987,A4251
A2987,A4294
A2987,A4298
A2987,A4385
A2987,A4406
A2987,A4432
A2987,A4542
A2988,A2089
A2988,A3076
A2988,A3247
A2988,A3568
A2988,A3571
A2988,A3594
A2989,A0129
A2989,A0150
A2989,A0217
A2989,A0241
A2989,A0312
A2989,A0634
A2989,A0729
A2989,A0749
A2989,A0767
A2989,A1177
A2989,A1297
A2989,A1333
A2989,A1421
A2989,A1783
A2989,A1928
A2989,A2331
A2989,A2337
A2989,A2387
A2989,A2392
A2989,A2400
A2989,A2404
A2989,A2721
A2989,A2792
A2989,A3506
A2989,A3575
A2989,A3587
A2989,A3775
A2989,A3904
A2989,A3921
A2989,A3940
A2989,A3999
A2989,A4281
A2989,A4588
A2990,A0367
A2990,A0541
A2990,A0895
A2990,A1688
A2990,A2233
A2990,A3760
A2990,A4294
A2991,A0123
A2991,A0358
A2991,A0394
A2991,A0536
A2991,A0695
A2991,A0699
A2991,A0895
A2991,A0960
A2991,A0962
A2991,A1000
A2991,A1058
A2991,A1175
A2991,A1297
A2991,A1386
A2991,A1390
A2991,A1434
A2991,A1501
A2991,A1538
A2991,A1752
A2991,A2099
A2991,A2150
A2991,A2227
A2991,A2324
A2991,A2360
A2991,A2411
A2991,A2521
A2991,A2539
A2991,A2763
A2991,A2938
A2991,A3011
A2991,A3012
A2991,A3027
A2991,A3042
A2991,A3361
A2991,A3480
A2991,A3568
A2991,A3774
A2991,A3811
A2991,A3816
A2991,A3926
A2991,A4276
A2991,A4294
A2991,A4298
A2991,A4516
A2991,A4543
A2991,A4600
A2992,A0358
A2992,A0376
A2992,A0394
A2992,A0685
A2992,A0769
A2992,A0895
A2992,A1008
A2992,A1379
A2992,A1434
A2992,A1569
A2992,A1695
A2992,A2117
A2992,A2133
A2992,A2227
A2992,A2419
A2992,A2539
A2992,A2657
A2992,A2725
A2992,A2760
A2992,A2993
A2992,A2994
A2992,A3012
A2992,A3128
A2992,A3197
A2992,A3270
A2992,A3676
A2992,A3690
A2992,A3742
A2992,A3798
A2992,A3808
A2992,A3951
A2992,A3952
A2992,A4073
A2992,A4298
A2992,A4307
A2993,A0394
A2993,A0845
A2993,A1008
A2993,A1434
A2993,A2227
A2993,A2230
A2993,A2992
A2993,A3012
A2993,A3798
A2993,A4514
A2994,A0358
