From_Category,To_Category,Ratio_of_human_to_shortest
C0066,C0134,2.333333333333333
C0066,C0137,1.0
C0066,C0139,1.4375
C0066,C0140,2.5
C0066,C0143,1.8888888888888886
C0066,C0145,2.0
C0067,C0001,1.7730431602048293
C0067,C0002,2.2435897435897436
C0067,C0003,1.7407407407407405
C0067,C0004,2.0972972972972976
C0067,C0005,1.6223118279569895
C0067,C0006,1.8407960199004976
C0067,C0007,1.9809322033898302
C0067,C0008,1.6074173369079543
C0067,C0009,1.7184343434343436
C0067,C0010,1.6860360360360362
C0067,C0011,1.7398989898989903
C0067,C0012,1.6666666666666665
C0067,C0013,1.681159420289855
C0067,C0014,1.711576846307385
C0067,C0015,1.8647540983606563
C0067,C0016,1.849896800825593
C0067,C0017,2.2435897435897436
C0067,C0019,1.75
C0067,C0020,1.6666666666666667
C0067,C0021,2.1
C0067,C0022,1.222222222222222
C0067,C0023,1.6111111111111114
C0067,C0026,4.138888888888889
C0067,C0027,2.2666666666666666
C0067,C0028,2.0222222222222226
C0067,C0029,1.476190476190476
C0067,C0030,2.791666666666667
C0067,C0031,2.11047619047619
C0067,C0032,1.5555555555555556
C0067,C0033,1.870833333333333
C0067,C0034,1.967171717171717
C0067,C0035,1.5238095238095237
C0067,C0036,1.4
C0067,C0037,2.4833333333333334
C0067,C0039,2.203703703703704
C0067,C0040,1.9880952380952384
C0067,C0041,1.9
C0067,C0042,1.9261363636363642
C0067,C0043,1.0
C0067,C0044,1.5
C0067,C0045,2.083333333333333
C0067,C0046,1.6333333333333333
C0067,C0047,2.083333333333333
C0067,C0048,2.2371794871794872
C0067,C0049,1.6666666666666672
C0067,C0051,1.5617283950617282
C0067,C0052,1.7833333333333337
C0067,C0053,1.4371584699453548
C0067,C0054,1.5166666666666666
C0067,C0055,1.6376811594202896
C0067,C0056,1.4784946236559138
C0067,C0057,2.045454545454545
C0067,C0058,1.6111111111111112
C0067,C0059,1.5520833333333335
C0067,C0060,2.0238095238095237
C0067,C0061,1.7202380952380953
C0067,C0062,1.6166666666666667
C0067,C0063,2.2666666666666666
C0067,C0064,1.5983333333333332
C0067,C0065,1.868421052631579
C0067,C0066,2.333333333333333
C0067,C0067,1.8131313131313131
C0067,C0068,1.75
C0067,C0070,1.6458333333333337
C0067,C0071,1.0
C0067,C0072,1.5833333333333333
C0067,C0073,1.4090909090909092
C0067,C0074,1.583333333333333
C0067,C0075,1.7142857142857142
C0067,C0076,1.8181818181818181
C0067,C0078,1.6302083333333335
C0067,C0079,1.4333333333333333
C0067,C0080,1.3333333333333333
C0067,C0081,1.6547619047619047
C0067,C0082,1.3055555555555556
C0067,C0083,1.8333333333333333
C0067,C0084,1.8333333333333335
C0067,C0085,1.9999999999999998
C0067,C0086,2.111111111111111
C0067,C0087,2.142857142857143
C0067,C0088,1.4166666666666667
C0067,C0089,1.5151515151515154
C0067,C0090,1.3333333333333333
C0067,C0092,1.4814814814814814
C0067,C0093,1.740740740740741
C0067,C0096,1.7033333333333334
C0067,C0097,2.0
C0067,C0098,1.5324074074074072
C0067,C0099,1.5333333333333332
C0067,C0100,1.6666666666666667
C0067,C0101,1.5
C0067,C0102,2.0
C0067,C0103,1.5648148148148149
C0067,C0104,1.5833333333333333
C0067,C0105,1.5833333333333333
C0067,C0106,2.0
C0067,C0107,1.5208333333333335
C0067,C0108,1.666666666666667
C0067,C0109,1.6842105263157894
C0067,C0110,3.3055555555555554
C0067,C0111,2.0722222222222224
C0067,C0112,1.7916666666666665
C0067,C0113,2.1666666666666665
C0067,C0114,1.6777777777777778
C0067,C0115,1.8854166666666665
C0067,C0116,1.4444444444444444
C0067,C0117,1.8836996336996337
C0067,C0118,1.698039215686274
C0067,C0119,1.9261904761904756
C0067,C0120,1.5462962962962963
C0067,C0121,1.6805555555555556
C0067,C0122,1.5
C0067,C0123,1.6576576576576578
C0067,C0124,1.7564102564102566
C0067,C0125,2.2
C0067,C0126,1.7333333333333334
C0067,C0127,2.125
C0067,C0128,1.9583333333333335
C0067,C0129,1.8270833333333332
C0067,C0130,1.6287878787878787
C0067,C0131,2.0
C0067,C0132,1.72
C0067,C0133,2.336805555555556
C0067,C0134,2.049166666666667
C0067,C0135,1.8621212121212123
C0067,C0136,1.125
C0067,C0137,1.7166666666666663
C0067,C0138,1.559027777777778
C0067,C0139,1.759433962264151
C0067,C0140,1.2777777777777777
C0067,C0141,3.0
C0067,C0142,2.013888888888889
C0067,C0143,1.8333333333333333
C0067,C0144,2.2309523809523806
C0067,C0145,1.7055555555555555
C0067,C0146,1.375
C0068,C0001,1.8378962536023056
C0068,C0002,2.0
C0068,C0003,2.375
C0068,C0004,1.5250000000000001
C0068,C0005,1.8583333333333332
C0068,C0006,2.2142857142857144
C0068,C0007,1.807795698924731
C0068,C0008,1.7450248756218902
C0068,C0009,1.6330645161290325
C0068,C0010,2.0761904761904764
C0068,C0011,1.9218749999999998
C0068,C0012,1.5555555555555556
C0068,C0013,1.9
C0068,C0014,1.9155701754385963
C0068,C0015,2.0032051282051286
C0068,C0016,1.8980732177263966
C0068,C0017,2.0
C0068,C0019,3.25
C0068,C0020,2.6666666666666665
C0068,C0021,1.5
C0068,C0023,1.6666666666666667
C0068,C0025,2.0
C0068,C0028,1.5
C0068,C0029,1.0
C0068,C0031,1.5222222222222221
C0068,C0032,2.5
C0068,C0033,1.5
C0068,C0034,2.152173913043478
C0068,C0036,3.0
C0068,C0037,1.3333333333333333
C0068,C0038,2.194444444444444
C0068,C0039,1.5
C0068,C0040,1.756410256410256
C0068,C0041,1.5
C0068,C0042,1.7797619047619049
C0068,C0045,1.7333333333333332
C0068,C0047,1.1666666666666665
C0068,C0048,1.4166666666666667
C0068,C0049,1.9074074074074072
C0068,C0051,1.4259259259259263
C0068,C0052,1.7333333333333334
C0068,C0053,1.462121212121212
C0068,C0054,1.5
C0068,C0055,1.784722222222222
C0068,C0056,1.6510416666666667
C0068,C0057,1.8666666666666665
C0068,C0058,1.9166666666666667
C0068,C0059,1.9777777777777779
C0068,C0060,1.0
C0068,C0061,1.5
C0068,C0062,1.8333333333333335
C0068,C0064,2.6666666666666665
C0068,C0065,1.9047619047619049
C0068,C0066,1.4666666666666668
C0068,C0067,1.9464285714285716
C0068,C0068,1.4210526315789476
C0068,C0070,1.6875
C0068,C0071,1.8333333333333333
C0068,C0073,1.2222222222222223
C0068,C0074,1.3
C0068,C0076,3.4166666666666665
C0068,C0078,1.904761904761905
C0068,C0079,2.2600000000000002
C0068,C0081,1.5555555555555554
C0068,C0082,2.666666666666667
C0068,C0083,4.0
C0068,C0084,1.125
C0068,C0085,3.3333333333333335
C0068,C0086,2.1
C0068,C0087,1.9393939393939397
C0068,C0088,1.6666666666666667
C0068,C0090,1.8333333333333333
C0068,C0091,4.0
C0068,C0092,1.3333333333333333
C0068,C0096,1.25
C0068,C0097,1.4444444444444444
C0068,C0098,1.71875
C0068,C0099,1.0
C0068,C0100,1.3333333333333335
C0068,C0101,2.0
C0068,C0102,2.525641025641025
C0068,C0103,1.8333333333333335
C0068,C0104,1.8333333333333335
C0068,C0105,1.3958333333333333
C0068,C0107,2.166666666666667
C0068,C0108,2.444444444444444
C0068,C0109,1.8725490196078431
C0068,C0110,1.6
C0068,C0111,2.2499999999999996
C0068,C0112,3.145833333333333
C0068,C0113,3.0
C0068,C0114,1.375
C0068,C0115,1.3333333333333333
C0068,C0117,2.1291666666666664
C0068,C0118,1.7884615384615379
C0068,C0119,1.5880952380952384
C0068,C0120,1.9583333333333335
C0068,C0121,1.4375000000000002
C0068,C0122,1.537037037037037
C0068,C0123,2.107142857142857
C0068,C0124,2.0
C0068,C0125,1.9444444444444446
C0068,C0126,2.1875
C0068,C0128,1.0
C0068,C0129,2.020833333333333
C0068,C0130,1.8541666666666665
C0068,C0131,1.3333333333333333
C0068,C0132,2.5
C0068,C0133,1.78125
C0068,C0134,2.1875
C0068,C0135,2.633333333333333
C0068,C0137,1.871212121212121
C0068,C0138,2.2738095238095237
C0068,C0139,1.6779279279279284
C0068,C0140,1.5333333333333334
C0068,C0141,2.444444444444444
C0068,C0142,2.5555555555555554
C0068,C0143,1.6388888888888886
C0068,C0144,1.2958333333333334
C0068,C0145,1.3333333333333333
C0068,C0146,1.3333333333333333
C0069,C0001,1.6746031746031749
C0069,C0003,1.5
C0069,C0004,2.5
C0069,C0005,1.3888888888888886
C0069,C0008,1.6212121212121213
C0069,C0009,1.3333333333333335
C0069,C0010,1.5833333333333333
C0069,C0011,1.7777777777777777
C0069,C0014,2.111111111111111
C0069,C0015,2.0000000000000004
C0069,C0016,1.4097222222222223
C0069,C0021,1.5
C0069,C0029,2.5
C0069,C0049,1.5
C0069,C0052,3.0
C0069,C0053,1.25
C0069,C0055,1.4444444444444444
C0069,C0056,2.0
C0069,C0068,1.6666666666666667
C0069,C0074,1.0
C0069,C0078,1.5833333333333333
C0069,C0081,1.3333333333333333
C0069,C0084,2.0
C0069,C0093,2.6666666666666665
C0069,C0096,2.6666666666666665
C0069,C0100,1.0
C0069,C0111,2.0
C0069,C0115,1.1666666666666665
C0069,C0116,2.8333333333333335
C0069,C0117,1.1666666666666665
C0069,C0118,1.5092592592592595
C0069,C0122,1.3333333333333333
C0069,C0123,1.4444444444444444
C0069,C0129,1.3333333333333333
C0069,C0131,1.0
C0069,C0133,1.3333333333333333
C0069,C0134,1.0
C0069,C0138,1.3333333333333333
C0069,C0139,1.5595238095238098
C0070,C0001,1.734610705596108
C0070,C0002,2.0925925925925926
C0070,C0003,1.3055555555555556
C0070,C0004,1.8157894736842106
C0070,C0005,1.6602564102564104
C0070,C0006,1.5666666666666667
C0070,C0007,2.0655555555555556
C0070,C0008,1.6970720720720724
C0070,C0009,1.5392156862745094
C0070,C0010,1.9055555555555554
C0070,C0011,1.6710526315789471
C0070,C0012,2.1666666666666665
C0070,C0013,1.763888888888889
C0070,C0014,1.5818181818181818
C0070,C0015,1.84375
C0070,C0016,1.7895833333333333
C0070,C0017,2.0925925925925926
C0070,C0021,1.3
C0070,C0022,1.3333333333333333
C0070,C0023,2.5
C0070,C0024,1.5
C0070,C0026,1.75
C0070,C0027,2.6666666666666665
C0070,C0029,1.125
C0070,C0030,1.3333333333333335
C0070,C0031,2.0166666666666666
C0070,C0032,1.5833333333333333
C0070,C0033,1.5
C0070,C0034,1.740740740740741
C0070,C0035,1.2666666666666666
C0070,C0038,2.1851851851851856
C0070,C0039,2.3333333333333335
C0070,C0040,1.222222222222222
C0070,C0041,1.3333333333333333
C0070,C0042,2.0787037037037037
C0070,C0043,1.5
C0070,C0045,2.5277777777777777
C0070,C0046,3.1
C0070,C0047,1.5
C0070,C0049,1.7499999999999998
C0070,C0051,1.65
C0070,C0052,1.9166666666666667
C0070,C0053,1.585034013605442
C0070,C0054,1.1666666666666667
C0070,C0055,1.263157894736842
C0070,C0056,1.7916666666666667
C0070,C0057,1.5555555555555556
C0070,C0058,1.7666666666666664
C0070,C0059,2.4375
C0070,C0061,1.4444444444444446
C0070,C0062,2.157407407407407
C0070,C0065,1.9074074074074072
C0070,C0066,1.1666666666666665
C0070,C0067,1.5
C0070,C0068,1.3333333333333335
C0070,C0070,1.4583333333333333
C0070,C0071,1.5
C0070,C0072,2.0
C0070,C0073,1.3333333333333335
C0070,C0074,1.4
C0070,C0075,2.5333333333333337
C0070,C0076,1.6666666666666667
C0070,C0078,1.25
C0070,C0079,2.111111111111111
C0070,C0081,1.380952380952381
C0070,C0083,1.7619047619047616
C0070,C0084,1.25
C0070,C0086,4.75
C0070,C0087,1.5
C0070,C0088,1.6666666666666667
C0070,C0089,1.8
C0070,C0091,1.625
C0070,C0093,1.5
C0070,C0095,1.375
C0070,C0096,1.25
C0070,C0097,1.3333333333333333
C0070,C0098,1.4791666666666665
C0070,C0099,1.3333333333333333
C0070,C0102,1.388888888888889
C0070,C0103,2.458333333333333
C0070,C0104,1.4166666666666667
C0070,C0105,1.5476190476190474
C0070,C0107,1.6666666666666667
C0070,C0108,1.111111111111111
C0070,C0109,1.825
C0070,C0110,1.5
C0070,C0111,1.3333333333333333
C0070,C0112,2.65
C0070,C0113,1.4444444444444444
C0070,C0114,2.0
C0070,C0115,1.6666666666666667
C0070,C0116,1.8333333333333335
C0070,C0117,1.81025641025641
C0070,C0118,1.6484375000000004
C0070,C0119,1.8570921985815605
C0070,C0120,2.0
C0070,C0121,1.75
C0070,C0122,1.6538461538461537
C0070,C0123,1.2291666666666665
C0070,C0124,2.1666666666666665
C0070,C0125,1.3333333333333333
C0070,C0126,2.055555555555556
C0070,C0127,1.3333333333333333
C0070,C0128,1.2666666666666668
C0070,C0129,1.7064102564102568
C0070,C0130,1.5625
C0070,C0131,1.6666666666666667
C0070,C0132,1.8194444444444446
C0070,C0133,1.9375000000000002
C0070,C0134,1.9270833333333333
C0070,C0135,1.44
C0070,C0136,1.222222222222222
C0070,C0137,2.3055555555555554
C0070,C0138,1.4583333333333333
C0070,C0139,1.725
C0070,C0140,1.5833333333333333
C0070,C0142,1.0
C0070,C0143,1.9236111111111107
C0070,C0144,1.6763888888888887
C0070,C0145,1.9635416666666667
C0070,C0146,1.9444444444444444
C0071,C0001,1.7630630630630633
C0071,C0002,1.6666666666666667
C0071,C0003,1.5666666666666669
C0071,C0004,1.1666666666666665
C0071,C0005,2.0833333333333335
C0071,C0006,1.4444444444444446
C0071,C0007,2.1722222222222225
C0071,C0008,1.7857142857142858
C0071,C0009,1.715686274509804
C0071,C0010,1.3833333333333333
C0071,C0011,2.3333333333333335
C0071,C0012,1.666666666666667
C0071,C0013,2.5
C0071,C0014,1.5343137254901957
C0071,C0015,1.5833333333333333
C0071,C0016,1.7881355932203389
C0071,C0017,1.6666666666666667
C0071,C0020,1.3333333333333335
C0071,C0021,1.7222222222222223
C0071,C0023,1.0
C0071,C0029,1.0
C0071,C0030,1.0
C0071,C0031,1.2777777777777777
C0071,C0033,1.0
C0071,C0034,1.5
C0071,C0035,1.7222222222222223
C0071,C0038,1.6666666666666667
C0071,C0040,2.7666666666666666
C0071,C0041,1.125
C0071,C0042,2.5
C0071,C0044,2.3333333333333335
C0071,C0045,1.4444444444444446
C0071,C0048,2.8333333333333335
C0071,C0049,1.4666666666666666
C0071,C0051,2.7222222222222223
C0071,C0052,2.0
C0071,C0053,1.303030303030303
C0071,C0054,1.0
C0071,C0055,1.75
C0071,C0056,1.7333333333333332
C0071,C0057,2.0
C0071,C0058,1.5555555555555556
C0071,C0059,2.5
C0071,C0061,2.3999999999999995
C0071,C0062,1.25
C0071,C0065,2.25
C0071,C0066,1.8
C0071,C0067,1.0
C0071,C0068,2.111111111111111
C0071,C0070,1.4
C0071,C0074,1.3333333333333333
C0071,C0076,1.2222222222222223
C0071,C0079,1.625
C0071,C0081,1.0
C0071,C0082,4.5
C0071,C0086,1.5
C0071,C0087,2.5
C0071,C0093,1.3333333333333335
C0071,C0096,1.0
C0071,C0098,1.3333333333333333
C0071,C0099,1.3333333333333333
C0071,C0101,2.166666666666667
C0071,C0103,1.6666666666666665
C0071,C0104,1.3333333333333333
C0071,C0105,1.3333333333333333
C0071,C0108,1.6875
C0071,C0112,2.0
C0071,C0113,1.375
C0071,C0117,1.9505208333333335
C0071,C0118,1.736111111111111
C0071,C0119,1.4833333333333334
C0071,C0120,1.4999999999999998
C0071,C0121,2.7222222222222223
C0071,C0122,1.3333333333333333
C0071,C0123,2.5
C0071,C0124,1.6666666666666667
C0071,C0128,1.0
C0071,C0129,1.2916666666666667
C0071,C0132,1.851851851851852
C0071,C0133,2.125
C0071,C0134,2.3333333333333335
C0071,C0135,1.6666666666666667
C0071,C0138,1.75
C0071,C0139,1.8333333333333335
C0071,C0140,1.3333333333333335
C0071,C0142,1.1666666666666665
C0071,C0143,1.222222222222222
C0071,C0144,1.0
C0071,C0145,1.2916666666666665
C0071,C0146,1.9444444444444446
C0072,C0001,1.728120713305898
C0072,C0002,1.7777777777777777
C0072,C0003,2.0
C0072,C0004,1.84
C0072,C0005,1.634920634920635
C0072,C0006,1.6875
C0072,C0007,2.0833333333333335
C0072,C0008,1.5913333333333335
C0072,C0009,1.538095238095238
C0072,C0010,1.9444444444444444
C0072,C0011,1.3
C0072,C0013,1.0
C0072,C0014,1.6858974358974363
C0072,C0015,1.5
C0072,C0016,1.9080459770114944
C0072,C0017,1.7777777777777777
C0072,C0019,2.0
C0072,C0023,1.6666666666666667
C0072,C0024,1.3333333333333333
C0072,C0028,1.5833333333333335
C0072,C0029,1.0
C0072,C0030,3.5
C0072,C0031,1.8596491228070178
C0072,C0032,1.5
C0072,C0033,1.0
C0072,C0034,1.75
C0072,C0036,2.5
C0072,C0037,2.0
C0072,C0039,2.3333333333333335
C0072,C0040,1.8888888888888886
C0072,C0042,2.1666666666666665
C0072,C0045,1.6666666666666667
C0072,C0046,1.5
C0072,C0047,2.5
C0072,C0048,3.5
C0072,C0049,1.476190476190476
C0072,C0051,1.7407407407407407
C0072,C0053,1.714285714285714
C0072,C0054,1.3333333333333335
C0072,C0055,1.6666666666666667
C0072,C0056,1.645833333333333
C0072,C0058,1.5777777777777777
C0072,C0059,2.0
C0072,C0060,1.5
C0072,C0061,1.65
C0072,C0062,1.3333333333333333
C0072,C0063,1.75
C0072,C0065,1.8666666666666667
C0072,C0067,1.425
C0072,C0068,1.4583333333333333
C0072,C0070,1.0
C0072,C0071,1.0
C0072,C0072,2.25
C0072,C0074,1.25
C0072,C0075,1.9444444444444444
C0072,C0081,1.5
C0072,C0082,1.0
C0072,C0085,1.375
C0072,C0086,1.25
C0072,C0087,1.0
C0072,C0098,2.0416666666666665
C0072,C0102,2.5
C0072,C0103,1.25
C0072,C0105,1.7
C0072,C0107,1.5833333333333333
C0072,C0109,1.2777777777777777
C0072,C0111,1.0
C0072,C0113,2.0
C0072,C0115,1.5
C0072,C0117,1.9309523809523812
C0072,C0118,1.9305555555555556
C0072,C0119,1.8106060606060608
C0072,C0120,1.5666666666666669
C0072,C0121,1.75
C0072,C0122,2.1666666666666665
C0072,C0124,1.1999999999999997
C0072,C0125,2.25
C0072,C0126,2.5
C0072,C0128,1.0
C0072,C0129,1.6666666666666667
C0072,C0132,2.5925925925925926
C0072,C0133,1.7395833333333333
C0072,C0134,1.8333333333333333
C0072,C0135,1.7
C0072,C0137,1.4444444444444446
C0072,C0138,2.3333333333333335
C0072,C0139,1.8809523809523812
C0072,C0140,1.9166666666666667
C0072,C0143,1.3333333333333335
C0072,C0144,2.5
C0072,C0145,2.15
C0072,C0146,1.3333333333333333
C0073,C0001,1.7558109833971896
C0073,C0002,1.7666666666666668
C0073,C0003,1.7
C0073,C0004,1.5681818181818181
C0073,C0005,1.9772727272727275
C0073,C0006,1.8999999999999997
C0073,C0007,1.625
C0073,C0008,1.7602339181286546
C0073,C0009,1.6577380952380953
C0073,C0010,2.0
C0073,C0011,1.4444444444444444
C0073,C0012,2.0
C0073,C0013,1.3333333333333333
C0073,C0014,1.6612903225806455
C0073,C0015,1.9202898550724636
C0073,C0016,1.8746666666666663
C0073,C0017,1.7666666666666668
C0073,C0019,2.75
C0073,C0021,1.0
C0073,C0023,1.5
C0073,C0026,1.1666666666666665
C0073,C0027,1.75
C0073,C0028,1.0
C0073,C0029,1.0
C0073,C0030,1.0
C0073,C0031,1.85
C0073,C0033,1.8888888888888886
C0073,C0034,1.9166666666666665
C0073,C0040,1.75
C0073,C0042,1.388888888888889
C0073,C0044,1.611111111111111
C0073,C0045,2.416666666666667
C0073,C0046,1.25
C0073,C0047,1.75
C0073,C0049,1.7083333333333333
C0073,C0051,2.3484848484848486
C0073,C0052,1.0
C0073,C0053,1.5416666666666665
C0073,C0054,1.1944444444444444
C0073,C0055,1.7333333333333332
C0073,C0056,1.8333333333333335
C0073,C0057,1.4166666666666665
C0073,C0058,2.055555555555556
C0073,C0059,1.8333333333333333
C0073,C0060,2.6666666666666665
C0073,C0062,1.5555555555555556
C0073,C0064,1.0
C0073,C0065,1.7
C0073,C0067,2.1916666666666664
C0073,C0068,1.5555555555555554
C0073,C0070,1.25
C0073,C0071,1.111111111111111
C0073,C0074,1.0833333333333333
C0073,C0076,2.5
C0073,C0079,1.0
C0073,C0081,1.6666666666666667
C0073,C0082,1.0
C0073,C0084,1.5
C0073,C0085,1.5
C0073,C0086,1.5
C0073,C0087,1.3333333333333333
C0073,C0088,1.3333333333333333
C0073,C0093,2.5
C0073,C0097,1.0
C0073,C0098,1.111111111111111
C0073,C0101,1.3333333333333333
C0073,C0102,1.1666666666666665
C0073,C0103,1.388888888888889
C0073,C0104,1.5
C0073,C0105,2.0
C0073,C0107,2.0
C0073,C0109,1.9583333333333333
C0073,C0110,1.5833333333333335
C0073,C0111,1.7111111111111115
C0073,C0113,2.25
C0073,C0114,2.6666666666666665
C0073,C0115,2.2666666666666666
C0073,C0117,1.944871794871795
C0073,C0118,1.7444444444444442
C0073,C0119,1.8373015873015874
C0073,C0120,1.648148148148148
C0073,C0121,2.5
C0073,C0122,1.5555555555555554
C0073,C0125,1.3333333333333333
C0073,C0126,1.3333333333333333
C0073,C0128,1.25
C0073,C0129,1.3571428571428572
C0073,C0130,1.9375
C0073,C0131,2.6666666666666665
C0073,C0132,2.0
C0073,C0133,2.0
C0073,C0134,1.5142857142857142
C0073,C0135,2.1410256410256414
C0073,C0137,3.75
C0073,C0138,1.5
C0073,C0139,1.8
C0073,C0140,1.6666666666666667
C0073,C0142,1.5625
C0073,C0143,1.9333333333333331
C0073,C0144,1.8888888888888888
C0073,C0145,1.888888888888889
C0074,C0001,1.8490740740740728
C0074,C0002,3.5
C0074,C0003,1.1666666666666665
C0074,C0004,1.9861111111111114
C0074,C0005,1.7444444444444445
C0074,C0006,3.145833333333333
C0074,C0007,2.138888888888889
C0074,C0008,1.775089605734767
C0074,C0009,1.8302469135802468
C0074,C0010,2.125
C0074,C0011,3.5
C0074,C0012,1.6
C0074,C0013,1.5
C0074,C0014,1.477777777777778
C0074,C0015,1.513888888888889
C0074,C0016,2.109154929577465
C0074,C0017,3.5
C0074,C0020,1.1666666666666665
C0074,C0027,1.0
C0074,C0028,1.6666666666666665
C0074,C0030,2.25
C0074,C0031,2.0625
C0074,C0034,3.452380952380952
C0074,C0035,1.0
C0074,C0037,2.0000000000000004
C0074,C0038,1.0
C0074,C0042,2.316666666666666
C0074,C0044,1.25
C0074,C0047,1.3333333333333333
C0074,C0048,2.1666666666666665
C0074,C0049,1.6363636363636365
C0074,C0051,1.5
C0074,C0052,1.6666666666666665
C0074,C0053,1.68859649122807
C0074,C0054,2.027777777777778
C0074,C0055,1.9
C0074,C0056,1.5714285714285714
C0074,C0057,2.3333333333333335
C0074,C0058,2.166666666666667
C0074,C0060,2.4166666666666665
C0074,C0062,1.375
C0074,C0063,1.0
C0074,C0064,2.0
C0074,C0065,2.388888888888889
C0074,C0067,2.1893939393939394
C0074,C0068,1.9583333333333335
C0074,C0069,1.3333333333333333
C0074,C0070,1.3333333333333333
C0074,C0072,1.0
C0074,C0073,1.5
C0074,C0074,1.0
C0074,C0079,2.125
C0074,C0086,3.5
C0074,C0087,1.0
C0074,C0090,1.6666666666666667
C0074,C0091,1.0
C0074,C0092,1.3333333333333333
C0074,C0093,1.9444444444444446
C0074,C0096,1.3333333333333333
C0074,C0097,1.6666666666666667
C0074,C0098,1.2916666666666665
C0074,C0099,1.8333333333333333
C0074,C0101,1.3333333333333333
C0074,C0102,1.5
C0074,C0103,1.4166666666666665
C0074,C0104,3.3333333333333335
C0074,C0105,1.0
C0074,C0107,1.2916666666666667
C0074,C0108,1.3333333333333333
C0074,C0109,1.5555555555555554
C0074,C0110,1.0
C0074,C0111,1.5833333333333333
C0074,C0113,1.388888888888889
C0074,C0115,1.5
C0074,C0117,1.940476190476191
C0074,C0118,1.9021739130434783
C0074,C0119,2.3690476190476195
C0074,C0120,1.5833333333333333
C0074,C0121,1.3333333333333333
C0074,C0122,1.6428571428571428
C0074,C0123,2.666666666666667
C0074,C0124,1.7222222222222223
C0074,C0125,1.5
C0074,C0126,2.166666666666667
C0074,C0128,1.6666666666666667
C0074,C0129,2.388888888888889
C0074,C0131,1.5
C0074,C0132,2.2666666666666666
C0074,C0133,2.055555555555556
C0074,C0134,1.5833333333333333
C0074,C0135,1.3333333333333335
C0074,C0137,1.4791666666666667
C0074,C0138,1.8333333333333333
C0074,C0139,1.9393939393939392
C0074,C0140,1.9166666666666667
C0074,C0141,2.0
C0074,C0143,1.847222222222222
C0074,C0144,2.0
C0074,C0145,3.3958333333333335
C0074,C0146,2.5
C0075,C0001,1.6926624737945488
C0075,C0003,2.083333333333333
C0075,C0004,1.5227272727272727
C0075,C0005,2.0833333333333335
C0075,C0006,1.5833333333333333
C0075,C0007,2.3625
C0075,C0008,1.743589743589744
C0075,C0009,1.4833333333333332
C0075,C0010,1.375
C0075,C0011,1.6944444444444444
C0075,C0013,2.1166666666666667
C0075,C0014,1.7738095238095237
C0075,C0015,1.625
C0075,C0016,1.4175925925925925
C0075,C0019,2.444444444444444
C0075,C0021,1.0
C0075,C0023,1.5416666666666667
C0075,C0030,1.25
C0075,C0031,1.5625
C0075,C0033,1.875
C0075,C0035,1.0
C0075,C0040,5.0
C0075,C0042,3.5
C0075,C0043,4.4
C0075,C0046,1.325
C0075,C0047,1.25
C0075,C0048,1.25
C0075,C0049,2.1666666666666665
C0075,C0051,1.722222222222222
C0075,C0052,1.5
C0075,C0053,1.9444444444444444
C0075,C0054,1.6666666666666667
C0075,C0055,1.1666666666666665
C0075,C0059,1.75
C0075,C0061,1.5
C0075,C0062,2.083333333333333
C0075,C0063,2.0
C0075,C0065,2.1666666666666665
C0075,C0067,1.25
C0075,C0070,1.375
C0075,C0079,1.375
C0075,C0082,1.3333333333333333
C0075,C0084,1.25
C0075,C0085,2.5
C0075,C0090,2.1166666666666667
C0075,C0095,1.8333333333333333
C0075,C0102,1.5
C0075,C0110,1.796875
C0075,C0112,2.0
C0075,C0115,1.25
C0075,C0117,1.575
C0075,C0118,1.425438596491228
C0075,C0119,1.0357142857142858
C0075,C0120,2.1666666666666665
C0075,C0121,1.9166666666666665
C0075,C0122,3.3333333333333335
C0075,C0123,1.0
C0075,C0126,1.5
C0075,C0128,1.0
C0075,C0129,1.5708333333333333
C0075,C0130,1.0
C0075,C0133,1.40625
C0075,C0135,2.5833333333333335
C0075,C0137,1.5
C0075,C0138,1.4166666666666667
C0075,C0139,1.5333333333333334
C0075,C0140,1.0833333333333333
C0075,C0142,1.0416666666666667
C0075,C0143,1.0
C0076,C0001,1.7666186359269926
C0076,C0002,1.6666666666666667
C0076,C0003,2.814814814814815
C0076,C0004,2.238095238095238
C0076,C0005,1.6739130434782603
C0076,C0006,1.5388888888888888
C0076,C0007,1.7830985915492954
C0076,C0008,1.7174074074074077
C0076,C0009,1.7666666666666666
C0076,C0010,1.1333333333333333
C0076,C0011,1.861111111111111
C0076,C0012,1.25
C0076,C0013,1.0833333333333333
C0076,C0014,1.7523809523809524
C0076,C0015,1.6666666666666667
C0076,C0016,1.8991935483870965
C0076,C0017,1.6666666666666667
C0076,C0019,2.2666666666666666
C0076,C0022,3.5
C0076,C0027,2.2916666666666665
C0076,C0031,2.1666666666666665
C0076,C0033,1.4404761904761905
C0076,C0034,1.8333333333333333
C0076,C0036,1.0
C0076,C0037,3.333333333333333
C0076,C0039,1.4642857142857142
C0076,C0040,1.25
C0076,C0042,2.0200000000000005
C0076,C0044,1.5555555555555556
C0076,C0045,1.4500000000000002
C0076,C0046,1.375
C0076,C0049,1.5984848484848486
C0076,C0051,1.0
C0076,C0052,2.0
C0076,C0053,1.7017543859649127
C0076,C0054,1.601851851851852
C0076,C0055,1.6883333333333332
C0076,C0056,1.5624999999999998
C0076,C0059,1.55
C0076,C0061,2.375
C0076,C0062,2.0378787878787876
