Article_ID,Category_ID
A3285,C0043
A3286,C0005,C0122
A3287,C0012
A3288,C0050
A3289,C0029
A3290,C0031
A3291,C0072
A3292,C0068
A3293,C0072
A3294,C0070
A3295,C0031
A3296,C0068
A3297,C0113
A3298,C0031
A3299,C0031
A3300,C0031
A3301,C0131
A3302,C0028
A3303,C0028
A3304,C0139
A3305,C0132
A3306,C0065
A3307,C0044
A3308,C0071
A3309,C0135
A3310,C0125,C0127
A3311,C0048
A3312,C0115
A3313,C0107
A3314,C0107
A3315,C0107
A3316,C0026,C0040
A3317,C0026
A3318,C0071
A3319,C0085
A3320,C0049
A3321,C0049
A3322,C0056
A3323,C0005,C0122
A3324,C0031
A3325,C0081
A3326,C0052
A3327,C0040
A3328,C0048
A3329,C0139
A3330,C0138
A3331,C0138
A3332,C0042
A3333,C0017,C0019,C0040
A3334,C0129
A3335,C0021
A3336,C0023,C0026
A3337,C0053
A3338,C0049
A3339,C0139
A3340,C0017
A3341,C0059
A3342,C0065
A3343,C0031
A3344,C0049
A3345,C0084
A3346,C0031
A3347,C0012
A3348,C0137
A3349,C0027
A3350,C0031
A3351,C0017
A3352,C0133
A3353,C0084
A3354,C0031
A3355,C0065
A3356,C0012
A3357,C0075
A3358,C0073,C0133
A3359,C0145
A3360,C0139
A3361,C0031
A3362,C0031
A3363,C0019
A3364,C0133
A3365,C0139
A3366,C0132
A3367,C0130
A3368,C0143
A3369,C0144
A3370,C0130
A3371,C0133
A3372,C0130
A3373,C0093
A3374,C0030
A3375,C0005,C0121
A3376,C0129
A3377,C0042
A3378,C0131
A3379,C0133
A3380,C0135
A3381,C0055
A3382,C0103
A3383,C0033
A3384,C0060
A3385,C0100
A3386,C0012
A3387,C0075
A3388,C0005,C0124
A3389,C0065
A3390,C0098
A3391,C0068
A3392,C0012
A3393,C0140
A3394,C0076
A3395,C0143
A3396,C0143
A3397,C0060
A3398,C0048
A3399,C0090
A3400,C0111
A3401,C0051
A3402,C0116
A3403,C0005,C0120
A3404,C0035
A3405,C0068
A3406,C0077
A3407,C0075
A3408,C0049
A3409,C0135
A3410,C0133
A3411,C0110
A3412,C0026
A3413,C0034
A3414,C0068
A3415,C0034
A3416,C0143
A3417,C0034,C0144
A3418,C0042,C0137
A3419,C0139
A3420,C0139
A3421,C0089
A3422,C0035
A3423,C0035
A3424,C0035
A3425,C0052
A3426,C0052
A3427,C0028
A3428,C0035
A3429,C0074
A3430,C0105
A3431,C0111
A3432,C0085
A3433,C0065
A3434,C0056
A3435,C0041
A3436,C0138
A3437,C0092
A3438,C0089
A3439,C0129
A3440,C0088
A3441,C0045
A3442,C0103
A3443,C0087
A3444,C0028
A3445,C0129
A3446,C0135
A3447,C0054
A3448,C0144
A3449,C0144
A3450,C0073
A3451,C0143,C0144
A3452,C0129
A3453,C0062
A3454,C0129
A3455,C0129
A3456,C0019
A3457,C0035
A3458,C0056
A3459,C0089
A3460,C0089
A3461,C0115
A3462,C0115
A3463,C0092
A3464,C0104
A3465,C0068
A3466,C0089
A3467,C0021
A3468,C0143
A3469,C0134
A3470,C0005,C0123
A3471,C0005,C0122
A3472,C0005,C0122
A3473,C0120
A3474,C0086
A3475,C0083
A3476,C0133
A3477,C0133
A3478,C0052
A3479,C0116
A3480,C0031
A3481,C0101
A3482,C0139
A3483,C0053
A3484,C0062
A3485,C0139
A3486,C0138
A3487,C0042,C0137
A3488,C0089
A3489,C0042
A3490,C0093
A3491,C0097
A3492,C0086
A3493,C0102,C0126
A3494,C0102,C0126
A3495,C0102,C0126
A3496,C0109
A3497,C0074
A3498,C0095
A3499,C0085,C0103
A3500,C0062
A3501,C0039
A3502,C0135
A3503,C0129
A3504,C0020
A3505,C0051
A3506,C0059
A3507,C0056
A3508,C0056
A3509,C0058
A3510,C0097
A3511,C0135
A3512,C0024
A3513,C0094
A3514,C0105
A3515,C0093
A3516,C0105,C0127
A3517,C0127
A3518,C0103
A3519,C0127
A3520,C0084
A3521,C0144
A3522,C0129
A3523,C0129
A3524,C0056
A3525,C0056
A3526,C0062
A3527,C0033
A3528,C0139
A3529,C0126
A3530,C0115
A3531,C0065,C0126
A3532,C0065
A3533,C0092
A3534,C0065,C0126
A3535,C0112
A3536,C0126
A3537,C0126
A3538,C0005,C0122
A3539,C0127
A3540,C0053
A3541,C0086
A3542,C0065,C0098
A3543,C0109
A3544,C0053
A3545,C0129
A3546,C0098
A3547,C0129
A3548,C0137
A3549,C0066
A3550,C0053
A3551,C0107
A3552,C0070
A3553,C0020
A3554,C0067
A3555,C0027
A3556,C0070
A3557,C0086
A3558,C0070
A3559,C0056
A3560,C0139
A3561,C0043
A3562,C0098
A3563,C0110
A3564,C0046
A3565,C0045
A3566,C0126
A3567,C0021
A3568,C0005,C0122
A3569,C0068
A3570,C0073
A3571,C0081
A3572,C0139
A3573,C0109
A3574,C0139
A3575,C0005,C0120
A3576,C0073
A3577,C0051
A3578,C0049
A3579,C0005,C0120
A3580,C0104
A3581,C0070
A3582,C0097
A3583,C0035
A3584,C0032
A3585,C0137
A3586,C0042,C0137
A3587,C0049,C0058
A3588,C0062
A3589,C0005,C0120
A3590,C0086
A3591,C0005,C0121
A3592,C0032,C0062
A3593,C0005,C0121
A3594,C0053
A3595,C0005,C0121
A3596,C0055
A3597,C0098
A3598,C0056
A3599,C0089
A3600,C0138
A3601,C0062
A3602,C0130
A3603,C0092
A3604,C0098
A3605,C0139
A3606,C0005,C0057
A3607,C0086,C0110
A3608,C0085,C0110
A3609,C0035
A3610,C0035
A3611,C0035
A3612,C0062
A3613,C0134
A3614,C0062
A3615,C0005,C0122
A3616,C0059
A3617,C0044
A3618,C0134
A3619,C0033
A3620,C0059
A3621,C0108
A3622,C0081
A3623,C0033
A3624,C0040
A3625,C0051
A3626,C0051
A3627,C0053
A3628,C0053
A3629,C0098
A3630,C0091
A3631,C0068
A3632,C0146
A3633,C0145
A3634,C0005,C0124
A3635,C0130
A3636,C0130
A3637,C0130
A3638,C0134
A3639,C0129
A3640,C0087
A3641,C0139
A3642,C0082
A3643,C0144
A3644,C0130
A3645,C0041
A3646,C0133
A3647,C0075
A3648,C0133
A3649,C0143
A3650,C0116
A3651,C0040
A3652,C0131,C0132
A3653,C0037,C0048
A3654,C0027
A3655,C0056
A3656,C0126
A3657,C0081
A3658,C0035
A3659,C0115
A3660,C0081
A3661,C0056
A3662,C0112
A3663,C0024
A3664,C0127
A3665,C0034
A3666,C0037
A3667,C0017
A3668,C0133
A3669,C0054
A3670,C0028
A3671,C0054
A3672,C0139
A3673,C0091
A3674,C0073
A3675,C0040,C0052
A3676,C0062
A3677,C0059
A3678,C0072
A3679,C0070
A3680,C0070,C0114
A3681,C0132,C0137
A3682,C0048
A3683,C0103
A3684,C0139
A3685,C0142
A3686,C0034,C0142
A3687,C0031
A3688,C0005,C0120
A3689,C0081
A3690,C0055
A3691,C0029
A3692,C0073
A3693,C0132
A3694,C0137
A3695,C0005,C0122
A3696,C0005,C0122
A3697,C0041
A3698,C0116
A3699,C0042,C0137
A3700,C0048
A3701,C0012
A3702,C0056
A3703,C0120
A3704,C0088
A3705,C0081
A3706,C0144
A3707,C0098
A3708,C0055
A3709,C0134
A3710,C0091
A3711,C0056
A3712,C0098
A3713,C0129
A3714,C0145
A3715,C0145
A3716,C0056
A3717,C0034
A3718,C0083
A3719,C0073
A3720,C0115
A3721,C0032,C0034
A3722,C0040
A3723,C0135
A3724,C0062
A3725,C0134
A3726,C0033
A3727,C0114
A3728,C0042
A3729,C0033
A3730,C0133
A3731,C0070
A3732,C0065
A3733,C0005,C0120
A3734,C0099
A3735,C0115
A3736,C0055
A3737,C0041
A3738,C0139
A3739,C0059
A3740,C0139
A3741,C0098
A3742,C0038
A3743,C0036
A3744,C0020
A3745,C0005,C0123
A3746,C0073
A3747,C0065
A3748,C0144
A3749,C0017
A3750,C0098
A3751,C0073
A3752,C0068
A3753,C0089
A3754,C0045
A3755,C0129
A3756,C0023
A3757,C0112
A3758,C0040
A3759,C0005,C0122
A3760,C0005,C0122
A3761,C0133
A3762,C0028
A3763,C0035
A3764,C0044
A3765,C0052
A3766,C0129
A3767,C0052
A3768,C0056
A3769,C0056
A3770,C0129
A3771,C0133
A3772,C0031
A3773,C0031
A3774,C0031
A3775,C0024,C0031
A3776,C0067,C0125
A3777,C0026
A3778,C0031
A3779,C0104
A3780,C0081
A3781,C0139
A3782,C0138
A3783,C0138
A3784,C0059
A3785,C0059
A3786,C0059
A3787,C0042,C0059
A3788,C0059
A3789,C0059
A3790,C0059
A3791,C0059
A3792,C0144
A3793,C0144
A3794,C0005,C0057
A3795,C0005,C0120
A3796,C0129
A3797,C0038
A3798,C0020
A3799,C0137
A3800,C0137
A3801,C0089
A3802,C0143
A3803,C0039
A3804,C0005,C0120
A3805,C0051
A3806,C0054
A3807,C0050
A3808,C0005,C0123
A3809,C0005,C0122
A3810,C0056
A3811,C0049
A3812,C0050,C0054
A3813,C0035
A3814,C0129
A3815,C0062
A3816,C0073
A3817,C0042
A3818,C0038
A3819,C0068
A3820,C0145
A3821,C0034,C0145
A3822,C0145
A3823,C0034,C0145
A3824,C0145
A3825,C0145
A3826,C0034,C0145
A3827,C0145
A3828,C0145
A3829,C0143,C0145
A3830,C0005,C0122
A3831,C0125
A3832,C0068,C0114
A3833,C0068
A3834,C0081
A3835,C0129
A3836,C0129
A3837,C0031
A3838,C0031
A3839,C0143
A3840,C0078
A3841,C0143
A3842,C0135
A3843,C0012
A3844,C0143
A3845,C0134
A3846,C0130
A3847,C0073
A3848,C0129
A3849,C0082
A3850,C0001
A3851,C0045
A3852,C0129
A3853,C0040,C0052
A3854,C0112
A3855,C0145
A3856,C0145
A3857,C0145
A3858,C0079
A3859,C0045
A3860,C0005,C0123
A3861,C0025
A3862,C0056
A3863,C0056
A3864,C0033
A3865,C0134
A3866,C0086
A3867,C0017
A3868,C0098
A3869,C0110
A3870,C0051
A3871,C0105
A3872,C0144
A3873,C0038
A3874,C0038
A3875,C0041
A3876,C0048
A3877,C0048
A3878,C0041
A3879,C0041
A3880,C0042,C0137
A3881,C0048
A3882,C0129
A3883,C0084
A3884,C0012
A3885,C0065
A3886,C0034
A3887,C0141
A3888,C0108
A3889,C0130
A3890,C0132,C0133
A3891,C0105
A3892,C0093
A3893,C0110,C0131
A3894,C0097
A3895,C0126
A3896,C0108
A3897,C0134
A3898,C0048
A3899,C0134
A3900,C0019,C0022
A3901,C0035
A3902,C0053
A3903,C0113
A3904,C0065
A3905,C0056
A3906,C0061
A3907,C0056
A3908,C0035
A3909,C0054
A3910,C0056
A3911,C0143
A3912,C0133
A3913,C0139
A3914,C0130
A3915,C0082
A3916,C0056
A3917,C0130
A3918,C0049
A3919,C0049
A3920,C0051
A3921,C0005,C0120
A3922,C0081
A3923,C0044
A3924,C0032,C0049
A3925,C0023,C0031
A3926,C0042
A3927,C0042,C0137
A3928,C0042,C0137
A3929,C0087
A3930,C0098
A3931,C0139
A3932,C0138
A3933,C0031
A3934,C0137
A3935,C0055
A3936,C0065
A3937,C0040,C0052
A3938,C0057
A3939,C0045
A3940,C0144
A3941,C0065
A3942,C0105
A3943,C0137
A3944,C0137
A3945,C0052
A3946,C0033
A3947,C0041
A3948,C0046
A3949,C0046
A3950,C0035
A3951,C0038
A3952,C0038
A3953,C0142
A3954,C0037
A3955,C0032,C0128
A3956,C0022
A3957,C0019
A3958,C0029
A3959,C0005,C0121
A3960,C0053
A3961,C0028
A3962,C0066,C0126
A3963,C0053
A3964,C0065
A3965,C0129
A3966,C0129
A3967,C0114
A3968,C0005,C0120
A3969,C0005,C0122
A3970,C0070
A3971,C0129
A3972,C0031
A3973,C0073
A3974,C0005,C0122
A3975,C0057
A3976,C0106
A3977,C0068
A3978,C0066
A3979,C0012
A3980,C0087
A3981,C0005,C0124
A3982,C0070
A3983,C0035
A3984,C0086,C0110
A3985,C0035
A3986,C0069
A3987,C0081
A3988,C0055
A3989,C0005,C0123
A3990,C0033,C0055
A3991,C0005,C0123
A3992,C0060
A3993,C0136
A3994,C0081
A3995,C0063
A3996,C0070
A3997,C0137
A3998,C0139
A3999,C0005,C0120
A4000,C0113
A4001,C0113
A4002,C0137
A4003,C0055
A4004,C0135
A4005,C0129
A4006,C0133
A4007,C0035
A4008,C0078
A4009,C0039
A4010,C0139
A4011,C0082
A4012,C0058
A4013,C0058
A4014,C0034
A4015,C0034
A4016,C0034
A4017,C0034
A4018,C0034,C0048
A4019,C0139
A4020,C0143
A4021,C0065
A4022,C0033
A4023,C0045
A4024,C0046
A4025,C0107
A4026,C0097
A4027,C0139
A4028,C0049
A4029,C0129
A4030,C0031
A4031,C0017
A4032,C0005,C0123
A4033,C0133
A4034,C0139
A4035,C0085
A4036,C0037
A4037,C0126
A4038,C0046
A4039,C0005,C0121
A4040,C0037
A4041,C0090
A4042,C0088
A4043,C0128
A4044,C0056
A4045,C0084
A4046,C0035
A4047,C0085
A4048,C0080
A4049,C0084
A4050,C0057
A4051,C0046
A4052,C0076
A4053,C0084
A4054,C0086
A4055,C0084
A4056,C0037
A4057,C0085
A4058,C0080
A4059,C0056
A4060,C0086
A4061,C0005,C0120
A4062,C0041
A4063,C0127
A4064,C0053
A4065,C0084
A4066,C0084
A4067,C0074
A4068,C0080
A4069,C0086
A4070,C0036,C0056
A4071,C0070
A4072,C0017
A4073,C0038
A4074,C0084
A4075,C0041
A4076,C0084
A4077,C0084
A4078,C0041
A4079,C0085
A4080,C0085
A4081,C0086
A4082,C0131,C0132
A4083,C0084
A4084,C0131
A4085,C0084
A4086,C0084
A4087,C0084
A4088,C0048
A4089,C0086
A4090,C0085
A4091,C0088
A4092,C0090
A4093,C0086
A4094,C0041
A4095,C0037,C0048
A4096,C0090
A4097,C0090
A4098,C0090
A4099,C0030
A4100,C0085
A4101,C0048
A4102,C0048
A4103,C0083,C0086
A4104,C0033,C0086
A4105,C0086
A4106,C0109
A4107,C0130
A4108,C0143
A4109,C0143
A4110,C0130
A4111,C0082
A4112,C0042,C0140
A4113,C0065,C0070
A4114,C0107
A4115,C0107
A4116,C0107
A4117,C0096
A4118,C0092
A4119,C0104
A4120,C0109
A4121,C0022,C0098
A4122,C0107
A4123,C0110
A4124,C0104
A4125,C0111
A4126,C0132
A4127,C0139
A4128,C0101
A4129,C0034
A4130,C0080
A4131,C0034
A4132,C0129
A4133,C0069
A4134,C0139
A4135,C0052,C0064
A4136,C0073
A4137,C0005,C0123
A4138,C0052
A4139,C0135
A4140,C0108
A4141,C0134
A4142,C0055
A4143,C0062
A4144,C0129
A4145,C0095
A4146,C0108
A4147,C0049
A4148,C0143
A4149,C0054,C0143
A4150,C0144,C0146
A4151,C0035
A4152,C0098
A4153,C0139
A4154,C0138
A4155,C0087
A4156,C0068,C0098
A4157,C0139
A4158,C0130
A4159,C0084
A4160,C0137
A4161,C0040,C0133
A4162,C0042
A4163,C0005,C0120
A4164,C0057
A4165,C0055
A4166,C0138
A4167,C0037
A4168,C0089
A4169,C0005,C0057
A4170,C0105
A4171,C0133
A4172,C0133
A4173,C0048
A4174,C0012
A4175,C0063
A4176,C0052
A4177,C0062
A4178,C0047
A4179,C0046
A4180,C0133
A4181,C0019
A4182,C0034
A4183,C0033
A4184,C0040
A4185,C0041
A4186,C0053
A4187,C0137
A4188,C0024,C0031
A4189,C0056
A4190,C0035
A4191,C0035
A4192,C0144
A4193,C0034
A4194,C0134
A4195,C0084
A4196,C0068
A4197,C0128
A4198,C0137
A4199,C0129
A4200,C0136
A4201,C0129
A4202,C0070
A4203,C0059
A4204,C0045
A4205,C0026
A4206,C0130
A4207,C0133
A4208,C0137
A4209,C0012
A4210,C0012
A4211,C0111
A4212,C0005,C0121
A4213,C0111
A4214,C0027
A4215,C0070
A4216,C0116
A4217,C0049,C0058
A4218,C0041
A4219,C0089
A4220,C0065
A4221,C0130
A4222,C0035
A4223,C0064
A4224,C0064
A4225,C0064
A4226,C0064
A4227,C0064
A4228,C0064
A4229,C0064
A4230,C0064
A4231,C0064
A4232,C0064
A4233,C0064
A4234,C0064
A4235,C0064
A4236,C0064
A4237,C0064
A4238,C0064
A4239,C0064
A4240,C0064
A4241,C0064
A4242,C0054
A4243,C0134
A4244,C0087
A4245,C0070
A4246,C0061
A4247,C0134
A4248,C0133
A4249,C0129
A4250,C0134
A4251,C0139
A4252,C0049
A4253,C0005,C0120
A4254,C0103
A4255,C0053
A4256,C0005,C0122
A4257,C0129
A4258,C0005,C0122
A4259,C0083
A4260,C0005,C0123
A4261,C0005,C0121
A4262,C0042,C0137
A4263,C0133
A4264,C0060
A4265,C0134
A4266,C0063
A4267,C0005,C0057
A4268,C0093
A4269,C0034
A4270,C0061
A4271,C0061
A4272,C0130
A4273,C0070
A4274,C0046
A4275,C0036,C0062
A4276,C0062
A4277,C0090
A4278,C0070
A4279,C0078
A4280,C0065
A4281,C0005,C0120
A4282,C0005,C0122
A4283,C0087
A4284,C0057
A4285,C0043
A4286,C0143
A4287,C0057,C0059
A4288,C0101,C0109
A4289,C0129
A4290,C0080
A4291,C0054
A4292,C0035,C0062
A4293,C0005,C0124
A4294,C0005,C0056,C0122
A4295,C0047
A4296,C0055
A4297,C0031
A4298,C0005,C0062
A4299,C0029
A4300,C0031
A4301,C0029
A4302,C0071
A4303,C0031
A4304,C0036
A4305,C0031
A4306,C0062
A4307,C0021
A4308,C0031
A4309,C0144
A4310,C0027
A4311,C0027
A4312,C0027
A4313,C0062
A4314,C0062
A4315,C0078
A4316,C0139
A4317,C0139
A4318,C0139
A4319,C0139
A4320,C0139
A4321,C0139
A4322,C0144
A4323,C0144
A4324,C0144
A4325,C0144
A4326,C0139
A4327,C0146
A4328,C0135
A4329,C0071
A4330,C0005,C0121
A4331,C0113
A4332,C0053
A4333,C0005,C0123
A4334,C0140
A4335,C0051
A4336,C0112
A4337,C0135
A4338,C0090
A4339,C0139
A4340,C0062
A4341,C0042,C0137
A4342,C0005,C0057
A4343,C0055
A4344,C0097
A4345,C0005,C0122
A4346,C0042,C0137
A4347,C0137
A4348,C0130
A4349,C0005,C0121
A4350,C0012
A4351,C0146
A4352,C0088
A4353,C0101
A4354,C0132
A4355,C0132
A4356,C0137
A4357,C0110
A4358,C0049
A4359,C0070
A4360,C0098
A4361,C0030
A4362,C0053
A4363,C0005,C0123
A4364,C0070
A4365,C0068,C0126
A4366,C0116
A4367,C0092
A4368,C0110
A4369,C0035
A4370,C0070
A4371,C0132
A4372,C0017
A4373,C0042,C0140
A4374,C0042,C0140
A4375,C0042,C0140
A4376,C0097
A4377,C0091
A4378,C0105
A4379,C0020
A4380,C0059
A4381,C0059
A4382,C0135
A4383,C0053
A4384,C0045
A4385,C0142
A4386,C0110
A4387,C0031
A4388,C0082
A4389,C0080
A4390,C0081
A4391,C0129
A4392,C0098
A4393,C0046
A4394,C0129
A4395,C0111
A4396,C0057
A4397,C0056
A4398,C0019,C0062
A4399,C0135
A4400,C0057
A4401,C0135
A4402,C0037,C0106
A4403,C0110
A4404,C0098,C0125
A4405,C0110
A4406,C0070
A4407,C0084
A4408,C0025
A4409,C0072
A4410,C0072
A4411,C0095
A4412,C0109
A4413,C0070
A4414,C0070,C0126
A4415,C0053
A4416,C0068
A4417,C0137
A4418,C0062
A4419,C0035,C0062
A4420,C0036,C0062
A4421,C0134
A4422,C0028
A4423,C0034
A4424,C0037
A4425,C0052
A4426,C0135
A4427,C0045
A4428,C0039
A4429,C0059
A4430,C0017
A4431,C0056
A4432,C0143
A4433,C0143
A4434,C0108
A4435,C0048
A4436,C0034,C0070
A4437,C0135
A4438,C0052
A4439,C0052,C0064
A4440,C0052
A4441,C0137
A4442,C0133
A4443,C0073,C0074
A4444,C0034
A4445,C0057
A4446,C0067
A4447,C0096
A4448,C0056,C0126
A4449,C0005,C0124
A4450,C0053,C0081
A4451,C0062
A4452,C0070
A4453,C0053,C0065
A4454,C0005,C0120
A4455,C0017
A4456,C0033
A4457,C0031
A4458,C0056
A4459,C0086
A4460,C0073
A4461,C0056
A4462,C0081
A4463,C0135
A4464,C0134
A4465,C0135
A4466,C0042
A4467,C0088
A4468,C0133,C0136
A4469,C0134
A4470,C0129
A4471,C0089
A4472,C0129
A4473,C0056,C0059
A4474,C0129
A4475,C0088
A4476,C0129
A4477,C0129
A4478,C0079
A4479,C0079
A4480,C0079
A4481,C0079
A4482,C0079
A4483,C0079
A4484,C0135
A4485,C0135
A4486,C0097
A4487,C0110
A4488,C0098
A4489,C0098,C0105
A4490,C0098
A4491,C0127
A4492,C0099
A4493,C0109
A4494,C0092
A4495,C0105
A4496,C0102,C0125
A4497,C0102,C0126
A4498,C0102,C0127
A4499,C0102,C0126
A4500,C0098
A4501,C0109
A4502,C0098
A4503,C0105
A4504,C0108
A4505,C0086,C0110
A4506,C0101
A4507,C0100
A4508,C0098
A4509,C0102,C0125
A4510,C0098
A4511,C0052
A4512,C0078
A4513,C0078
A4514,C0078
A4515,C0033,C0056
A4516,C0039
A4517,C0032
A4518,C0098
A4519,C0105,C0128
A4520,C0035
A4521,C0052
A4522,C0098
A4523,C0084
A4524,C0085,C0103
A4525,C0135
A4526,C0135
A4527,C0023
A4528,C0034,C0136
A4529,C0129
A4530,C0028
A4531,C0129
A4532,C0109
A4533,C0137
A4534,C0034
A4535,C0073
A4536,C0143
A4537,C0023
A4538,C0022
A4539,C0024
A4540,C0028
A4541,C0022
A4542,C0070
A4543,C0128
A4544,C0079
A4545,C0136
A4546,C0001
A4547,C0129
A4548,C0034
A4549,C0045
A4550,C0096
A4551,C0082
A4552,C0098
A4553,C0041
A4554,C0078
A4555,C0078
A4556,C0078
A4557,C0033
A4558,C0139
A4559,C0098
A4560,C0135
A4561,C0049
A4562,C0055
A4563,C0057
A4564,C0042,C0136
A4565,C0055
A4566,C0133
A4567,C0129
A4568,C0062
A4569,C0005,C0124
A4570,C0055
A4571,C0048
A4572,C0112
A4573,C0070
A4574,C0056
A4575,C0056
A4576,C0080
A4577,C0088
A4578,C0139
A4579,C0139
A4580,C0068
A4581,C0051
A4582,C0098,C0145
A4583,C0069,C0098
A4584,C0053
A4585,C0076
A4586,C0105
A4587,C0049
A4588,C0005,C0120
A4589,C0098
A4590,C0135
A4591,C0134
A4592,C0111
A4593,C0068,C0098
A4594,C0068,C0098
A4595,C0098
A4596,C0005,C0120
A4597,C0139
A4598,C0138
A4599,C0062
A4600,C0105,C0115
A4601,C0139
A4602,C0107
A4603,C0053,C0081
A4604,C0049
